"","V1"
"443","Dsuz.DS10_00002619;Dsuz.DS10_00009380;Dmel.FBgn0037996,FBpp0082094,FBtr0082625"
"444","Dsuz.DS10_00002619;Dsuz.DS10_00002999;Dmel.FBgn0035006,FBpp0072262,FBtr0072355"
"445","Dyak.FBpp0261305;Dyak.FBpp0268480;Dmel.FBgn0259685,FBpp0293268,FBtr0304726;Dmel.FBgn0004647,FBpp0070483,FBtr0070507"
"446","Dmoj.FBpp0173475;Dmoj.FBpp0173476;Dmoj.FBpp0171994;Dmoj.FBpp0167292"
"447","Dpse.FBpp0285672;Dpse.FBpp0293294;Dmel.FBgn0261998,FBpp0300324,FBtr0307890"
"448","Dpse.FBpp0308109;Dpse.FBpp0308110;Dmel.FBgn0034366,FBpp0085891,FBtr0086712"
"449","Dpse.FBpp0276431;Dpse.FBpp0308147;Dmel.FBgn0033365,FBpp0087746,FBtr0088665"
"450","Dpse.FBpp0308025;Dpse.FBpp0308026;Dmel.FBgn0035094,FBpp0305376,FBtr0333173"
"451","Dpse.FBpp0276290;Dpse.FBpp0308165;Dmel.FBgn0010575,FBpp0303032,FBtr0329997"
"452","Dpse.FBpp0275845;Dpse.FBpp0286448;Dmel.FBgn0039004,FBpp0083695,FBtr0084302"
"453","Dpse.FBpp0292951;Dpse.FBpp0293636;Dmel.FBgn0015129,FBpp0303325,FBtr0330293"
"454","Dpse.FBpp0293321;Dpse.FBpp0293322;Dmel.FBgn0259222,FBpp0289049,FBtr0299771"
"455","Dpse.FBpp0283449;Dpse.FBpp0293316;Dmel.FBgn0038826,FBpp0083366,FBtr0083959"
"456","Dpse.FBpp0282372;Dpse.FBpp0297026;Dmel.FBgn0004395,FBpp0294023,FBtr0305572"
"457","Dpse.FBpp0283856;Dpse.FBpp0297464;Dmel.FBgn0263986,FBpp0083696,FBtr0084303"
"458","Dpse.FBpp0281955;Dpse.FBpp0297986;Dmel.FBgn0011224,FBpp0297632,FBtr0306693"
"459","Dpse.FBpp0284304;Dpse.FBpp0300464;Dmel.FBgn0051481,FBpp0088333,FBtr0089276"
"460","Dpse.FBpp0281633;Dpse.FBpp0300488;Dmel.FBgn0010282,FBpp0081216,FBtr0081719"
"461","Dpse.FBpp0281628;Dpse.FBpp0300491;Dmel.FBgn0014001,FBpp0113099,FBtr0114607"
"462","Dpse.FBpp0300506;Dpse.FBpp0300507;Dmel.FBgn0262081,FBpp0289007,FBtr0299729"
"463","Dpse.FBpp0284573;Dpse.FBpp0300770;Dmel.FBgn0038535,FBpp0088433,FBtr0089414"
"464","Dpse.FBpp0281059;Dpse.FBpp0301872;Dmel.FBgn0010389,FBpp0082970,FBtr0083548"
"465","Dpse.FBpp0285002;Dpse.FBpp0301932;Dmel.FBgn0039209,FBpp0110092,FBtr0110795"
"466","Dsuz.DS10_00010827;Dsuz.DS10_00010828;Dmel.FBgn0085378,FBpp0292144,FBtr0303025"
"467","Dsuz.DS10_00009666;Dsuz.DS10_00013048;Dmel.FBgn0083946,FBpp0110094,FBtr0110797"
"468","Dsuz.DS10_00001689;Dsuz.DS10_00013072;Dmel.FBgn0023407,FBpp0080091,FBtr0080513"
"469","Dsuz.DS10_00009031;Dsuz.DS10_00012700;Dmel.FBgn0013995,FBpp0301144,FBtr0309205"
"470","Dsuz.DS10_00009511;Dsuz.DS10_00009515;Dmel.FBgn0037632,FBpp0081401,FBtr0081918"
"471","Dsuz.DS10_00007913;Dsuz.DS10_00009228;Dmel.FBgn0025825,FBpp0078414,FBtr0078767"
"472","Dsuz.DS10_00009906;Dsuz.DS10_00012648;Dmel.FBgn0037958,FBpp0081990,FBtr0082516"
"473","Dsuz.DS10_00010277;Dsuz.DS10_00011419;Dmel.FBgn0037606,FBpp0081369,FBtr0081880"
"474","Dsuz.DS10_00002230;Dsuz.DS10_00005274;Dmel.FBgn0029924,FBpp0070963,FBtr0071003"
"475","Dbia.DBIA010213-PA;Dsuz.DS10_00002072;Dbia.DBIA003843-PA;Dmel.FBgn0037083,FBpp0304205,FBtr0331821;Dsuz.DS10_00004236"
"476","Dyak.FBpp0267934;Dyak.FBpp0267939;Dmel.FBgn0052206,FBpp0303609,FBtr0331182"
"477","Dyak.FBpp0267424;Dyak.FBpp0267762;Dmel.FBgn0259676,FBpp0077899,FBtr0078241"
"478","Dyak.FBpp0264617;Dyak.FBpp0268218;Dmel.FBgn0036881,FBpp0304994,FBtr0332755"
"479","Dyak.FBpp0264842;Dyak.FBpp0267266;Dmel.FBgn0036514,FBpp0075317,FBtr0075564"
"480","Dyak.FBpp0264810;Dyak.FBpp0267894;Dmel.FBgn0044028,FBpp0075193,FBtr0075435"
"481","Dyak.FBpp0267319;Dyak.FBpp0267989;Dmel.FBgn0037105,FBpp0078120,FBtr0078466"
"482","Dyak.FBpp0267451;Dyak.FBpp0267945;Dmel.FBgn0036934,FBpp0074640,FBtr0074871"
"483","Dyak.FBpp0267486;Dyak.FBpp0267775;Dmel.FBgn0036899,FBpp0271915,FBtr0273407"
"484","Dyak.FBpp0267552;Dyak.FBpp0267557;Dmel.FBgn0027057,FBpp0074841,FBtr0075074"
"485","Dyak.FBpp0267562;Dyak.FBpp0268009;Dmel.FBgn0027080,FBpp0075168,FBtr0075410"
"486","Dyak.FBpp0267610;Dyak.FBpp0268288;Dmel.FBgn0037146,FBpp0078130,FBtr0078477"
"487","Sfla.augustus_masked-scaffold00270-abinit-gene-0.7-mRNA-1_AED:0.36_eAED:0.36_QI:0_0_0_1_1_1_4_0_836;Sfla.augustus_masked-scaffold00270-abinit-gene-0.8-mRNA-1_AED:0.35_eAED:0.35_QI:0_1_0.2_1_1_1_5_0_847;Sfla.augustus_masked-scaffold00338-abinit-gene-0.13-mRNA-1_AED:0.03_eAED:0.03_QI:0_0_0_1_1_1_3_0_822;Sfla.augustus_masked-scaffold00280-abinit-gene-0.33-mRNA-1_AED:0.14_eAED:0.14_QI:0_0.44_0.1_1_1_1_10_0_844"
"488","Sfla.augustus_masked-scaffold00390-abinit-gene-0.14-mRNA-1_AED:0.05_eAED:0.05_QI:0_0.4_0.33_1_1_1_6_0_556;Sfla.augustus_masked-scaffold02895-abinit-gene-0.0-mRNA-1_AED:0.05_eAED:0.05_QI:0_0.66_0.25_1_1_1_4_0_437;Dmel.FBgn0262699,FBpp0070654,FBtr0070686"
"489","Sfla.augustus_masked-scaffold00252-abinit-gene-0.17-mRNA-1_AED:0.22_eAED:0.22_QI:0_0_0_1_1_1_4_0_969;Sfla.augustus_masked-scaffold02667-abinit-gene-0.0-mRNA-1_AED:0.22_eAED:0.22_QI:0_0_0_1_1_1_4_0_969;Dmel.FBgn0032749,FBpp0080693,FBtr0081149"
"490","Sfla.augustus_masked-scaffold00024-abinit-gene-2.7-mRNA-1_AED:0.11_eAED:0.11_QI:0_0.85_0.62_1_1_1_8_0_602;Sfla.augustus_masked-scaffold00038-abinit-gene-3.15-mRNA-1_AED:0.00_eAED:0.00_QI:0_-1_0_1_-1_1_1_0_601;Dmel.FBgn0004574,FBpp0073119,FBtr0073263"
"491","Sfla.augustus_masked-scaffold00377-abinit-gene-0.1-mRNA-1_AED:0.05_eAED:0.06_QI:0_0.12_0_1_1_1_9_0_1204;Sfla.augustus_masked-scaffold01078-abinit-gene-0.0-mRNA-1_AED:0.07_eAED:0.07_QI:0_0.2_0_0.83_1_1_6_0_807;Dmel.FBgn0035094,FBpp0305376,FBtr0333173"
"492","Sfla.augustus_masked-scaffold00008-abinit-gene-6.13-mRNA-1_AED:0.03_eAED:0.03_QI:0_0_0_0.83_1_1_6_0_972;Sfla.augustus_masked-scaffold00064-abinit-gene-1.0-mRNA-1_AED:0.02_eAED:0.02_QI:0_0_0_1_1_1_2_0_471;Sfla.augustus_masked-scaffold00064-abinit-gene-0.2-mRNA-1_AED:0.03_eAED:0.03_QI:0_0_0_1_1_1_2_0_484"
"493","Sfla.augustus_masked-scaffold01189-abinit-gene-0.0-mRNA-1_AED:0.05_eAED:0.05_QI:0_0.25_0_1_1_1_5_0_769;Sfla.augustus_masked-scaffold01569-abinit-gene-0.0-mRNA-1_AED:0.05_eAED:0.05_QI:0_0.25_0_1_1_1_5_0_728;Dmel.FBgn0032691,FBpp0080629,FBtr0081079"
"494","Sfla.augustus_masked-scaffold00085-abinit-gene-2.4-mRNA-1_AED:0.26_eAED:0.26_QI:0_0.16_0_0.85_1_1_7_0_704;Sfla.augustus_masked-scaffold00085-abinit-gene-2.5-mRNA-1_AED:0.31_eAED:0.31_QI:0_0_0_0.8_1_1_5_0_580;Dmel.FBgn0003996,FBpp0070468,FBtr0070490"
"495","Dpse.FBpp0273812;Dpse.FBpp0297048;Dmel.FBgn0243514,FBpp0301780,FBtr0310079;Dpse.FBpp0282398"
"496","Dpse.FBpp0282970;Dpse.FBpp0293311;Dpse.FBpp0293310;Dmel.FBgn0052438,FBpp0290815,FBtr0301600"
"497","Dpse.FBpp0297041;Dpse.FBpp0297042;Dpse.FBpp0297043;Dmel.FBgn0085433,FBpp0111579,FBtr0112667"
"498","Dpse.FBpp0308201;Dpse.FBpp0308202;Dpse.FBpp0308203;Dpse.FBpp0308205;Dpse.FBpp0308206;Dpse.FBpp0308204;Dmel.FBgn0263980,FBpp0303048,FBtr0330013"
"499","Dsuz.DS10_00008742;Dsuz.DS10_00008743;Dsuz.DS10_00011257;Dmel.FBgn0000140,FBpp0084071,FBtr0084692"
"500","Dbia.DBIA001115-PA;Dbia.DBIA004032-PA;Dbia.DBIA005326-PA;Dbia.DBIA006419-PA;Dgri.FBpp0146891;Dgri.FBpp0147469;Dgri.FBpp0148841;Dgri.FBpp0151396;Dgri.FBpp0154649;Dgri.FBpp0149406;Dmoj.FBpp0160670;Dmoj.FBpp0170043;Dmoj.FBpp0172036;Dmoj.FBpp0165995;Dmoj.FBpp0168738;Dpse.FBpp0274527;Dpse.FBpp0277105;Dpse.FBpp0283624;Dpse.FBpp0277344;Dsuz.DS10_00005650;Dsuz.DS10_00007225;Dsuz.DS10_00008298;Dsuz.DS10_00012317;Dsuz.DS10_00003712;Dyak.FBpp0265448;Dyak.FBpp0269124;Dyak.FBpp0270276;Dyak.FBpp0265733;Sfla.augustus_masked-scaffold00030-abinit-gene-4.10-mRNA-1_AED:0.21_eAED:0.21_QI:0_0.27_0.13_0.93_1_1_45_0_4111;Sfla.augustus_masked-scaffold00046-abinit-gene-3.5-mRNA-1_AED:0.12_eAED:0.13_QI:0_0.03_0_0.96_1_1_32_0_2086;Sfla.augustus_masked-scaffold00048-abinit-gene-0.4-mRNA-1_AED:0.10_eAED:0.10_QI:0_0_0_0.95_1_1_22_0_2191;Sfla.augustus_masked-scaffold00564-abinit-gene-0.2-mRNA-1_AED:0.24_eAED:0.25_QI:0_0.18_0.03_0.89_1_1_55_0_4812;Sfla.augustus_masked-scaffold00239-abinit-gene-0.0-mRNA-1_AED:0.06_eAED:0.07_QI:0_0_0_1_1_1_24_0_1667;Snot.augustus_masked-scaffold3587-processed-gene-0.0-mRNA-1;Dmel.FBgn0261046,FBpp0303244,FBtr0330211;Dmel.FBgn0033159,FBpp0297683,FBtr0306767;Dmel.FBgn0263219,FBpp0305766,FBtr0333589;Dmel.FBgn0263218,FBpp0303369,FBtr0330337"
"501","Dsuz.DS10_00001542;Snot.maker-scaffold4841-snap-gene-0.7-mRNA-1;Dmel.FBgn0035216,FBpp0072576,FBtr0072692;Dsuz.DS10_00004512"
"502","Dsuz.DS10_00001542;Snot.maker-scaffold4841-snap-gene-0.7-mRNA-1;Dmel.FBgn0032843,FBpp0302659,FBtr0310522;Dsuz.DS10_00000978"
"503","Dpse.FBpp0277830;Dpse.FBpp0277833;Dmel.FBgn0050047,FBpp0087016,FBtr0087905;Dpse.FBpp0277829"
"504","Dbia.DBIA003761-PA;Dbia.DBIA003763-PA;Dmoj.FBpp0162452;Dsuz.DS10_00004175;Dsuz.DS10_00004177;Snot.maker-scaffold6687-augustus-gene-0.4-mRNA-1;Dmel.FBgn0035691,FBpp0076707,FBtr0076999"
"505","Dsuz.DS10_00012012;Dsuz.DS10_00012664;Dmel.FBgn0038818,FBpp0083345,FBtr0083937"
"506","Dbia.DBIA003543-PA;Dgri.FBpp0151527;Dmel.FBgn0037607,FBpp0081370,FBtr0081881;Dmoj.FBpp0171750;Dpse.FBpp0281830;Dsuz.DS10_00011418;Dsuz.DS10_00012290;Dyak.FBpp0267090;Dyak.FBpp0270902;Sfla.augustus_masked-scaffold00102-abinit-gene-1.10-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.5_0_1_1_1_3_0_626;Dmel.FBgn0036784,FBpp0074898,FBtr0075132"
"507","Dsuz.DS10_00006268;Dsuz.DS10_00006272;Dmel.FBgn0001112,FBpp0081114,FBtr0081596;Dsuz.DS10_00009327"
"508","Dbia.DBIA014471-PA;Dbia.DBIA015168-PA;Dbia.DBIA008040-PA;Dmel.FBgn0033246,FBpp0111967,FBtr0113054"
"509","Dgri.FBpp0144796;Dgri.FBpp0151903;Dgri.FBpp0157102;Dmel.FBgn0086442,FBpp0080686,FBtr0081142"
"510","Dpse.FBpp0277958;Dpse.FBpp0308113;Dpse.FBpp0308114;Dmel.FBgn0015371,FBpp0293744,FBtr0305214"
"511","Dpse.FBpp0301674;Dpse.FBpp0301675;Dpse.FBpp0301676;Dmel.FBgn0003165,FBpp0081470,FBtr0081990"
"512","Dpse.FBpp0300239;Dpse.FBpp0300240;Dpse.FBpp0300241;Dmel.FBgn0011225,FBpp0290582,FBtr0301368"
"513","Dpse.FBpp0300217;Dpse.FBpp0300218;Dpse.FBpp0300219;Dmel.FBgn0261261,FBpp0291301,FBtr0302091"
"514","Dpse.FBpp0276279;Dpse.FBpp0308079;Dpse.FBpp0308080;Dmel.FBgn0028496,FBpp0085899,FBtr0086720"
"515","Dpse.FBpp0284395;Dpse.FBpp0300579;Dpse.FBpp0300586;Dmel.FBgn0038295,FBpp0110261,FBtr0110961"
"516","Dpse.FBpp0300351;Dpse.FBpp0300352;Dpse.FBpp0300353;Dmel.FBgn0020299,FBpp0111806,FBtr0112893"
"517","Dpse.FBpp0297982;Dpse.FBpp0297983;Dpse.FBpp0297985;Dpse.FBpp0297984;Dmel.FBgn0026239,FBpp0111837,FBtr0112924"
"518","Dpse.FBpp0281890;Dpse.FBpp0298793;Dpse.FBpp0298794;Dmel.FBgn0039883,FBpp0291391,FBtr0302181"
"519","Dpse.FBpp0278561;Dpse.FBpp0307063;Dpse.FBpp0307064;Dmel.FBgn0000289,FBpp0288474,FBtr0290035"
"520","Dpse.FBpp0272085;Dpse.FBpp0284694;Dpse.FBpp0301091;Dmel.FBgn0037918,FBpp0081934,FBtr0082458"
"521","Dpse.FBpp0283033;Dpse.FBpp0293039;Dpse.FBpp0293040;Dmel.FBgn0051004,FBpp0290183,FBtr0300961"
"522","Dpse.FBpp0278781;Dpse.FBpp0306466;Dpse.FBpp0306467;Dmel.FBgn0034155,FBpp0086227,FBtr0087079"
"523","Dpse.FBpp0276232;Dpse.FBpp0307516;Dpse.FBpp0307517;Dmel.FBgn0261397,FBpp0088684,FBtr0089743"
"524","Dpse.FBpp0298254;Dpse.FBpp0298255;Dpse.FBpp0300742;Dmel.FBgn0261550,FBpp0297588,FBtr0306633"
"525","Dpse.FBpp0273592;Dpse.FBpp0283014;Dpse.FBpp0286078;Dmel.FBgn0036892,FBpp0271918,FBtr0273410"
"526","Dsuz.DS10_00009233;Dsuz.DS10_00009235;Dsuz.DS10_00010482;Dmel.FBgn0037327,FBpp0078417,FBtr0078770"
"527","Dsuz.DS10_00009994;Dsuz.DS10_00009996;Dsuz.DS10_00009998;Dmel.FBgn0038300,FBpp0082507,FBtr0083048"
"528","Sfla.augustus_masked-scaffold00479-abinit-gene-0.18-mRNA-1_AED:0.16_eAED:0.16_QI:0_0.2_0_0.83_1_1_6_0_1253;Sfla.augustus_masked-scaffold01891-abinit-gene-0.0-mRNA-1_AED:0.04_eAED:0.05_QI:0_0.14_0_0.75_1_1_8_0_1237;Sfla.augustus_masked-scaffold02480-abinit-gene-0.0-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.2_0_0.83_1_1_6_0_1253;Dmel.FBgn0011829,FBpp0081020,FBtr0081492"
"529","Dmel.FBgn0038731,FBpp0083208,FBtr0083797;Dsuz.DS10_00008409;Dsuz.DS10_00008412;Dyak.FBpp0270124;Dmel.FBgn0038730,FBpp0083209,FBtr0083798"
"530","Sfla.augustus_masked-scaffold00243-abinit-gene-0.1-mRNA-1_AED:0.17_eAED:0.17_QI:0_1_0.25_1_1_1_8_0_1540;Sfla.augustus_masked-scaffold00243-abinit-gene-0.2-mRNA-1_AED:0.36_eAED:0.36_QI:0_1_0_1_1_1_2_0_662;Sfla.augustus_masked-scaffold00454-abinit-gene-0.7-mRNA-1_AED:0.03_eAED:0.03_QI:0_1_0.28_1_1_1_7_0_923;Dmel.FBgn0035145,FBpp0072453,FBtr0072554"
"531","Dbia.DBIA012772-PA;Dbia.DBIA008826-PA;Dmel.FBgn0037486,FBpp0081119,FBtr0081601;Dmel.FBgn0037485,FBpp0081121,FBtr0081603"
"532","Dgri.FBpp0147452;Dgri.FBpp0157863;Dmel.FBgn0039927,FBpp0088259,FBtr0089195;Dmoj.FBpp0163254;Dsuz.DS10_00007092;Dyak.FBpp0259578;Sfla.augustus_masked-scaffold00111-abinit-gene-1.33-mRNA-1_AED:0.09_eAED:0.09_QI:0_0.41_0.07_1_1_1_13_0_897;Snot.maker-scaffold5234-snap-gene-0.27-mRNA-1;Dmel.FBgn0039916,FBpp0110206,FBtr0110906"
"533","Dbia.DBIA011508-PA;Dgri.FBpp0148699;Dmel.FBgn0262516,FBpp0074720,FBtr0074952;Dmoj.FBpp0161063;Dpse.FBpp0286067;Dsuz.DS10_00011637;Dsuz.DS10_00012067;Dyak.FBpp0267480;Sfla.augustus_masked-scaffold00005-abinit-gene-6.8-mRNA-1_AED:0.13_eAED:0.13_QI:0_0.41_0.15_1_1_1_13_0_1425;Snot.maker-scaffold4518-snap-gene-0.3-mRNA-1;Dmel.FBgn0261361,FBpp0291489,FBtr0302283"
"534","Dbia.DBIA011506-PA;Dgri.FBpp0150730;Dmel.FBgn0261360,FBpp0291483,FBtr0302277;Dmoj.FBpp0161134;Dpse.FBpp0286066;Dsuz.DS10_00011636;Dsuz.DS10_00012068;Dyak.FBpp0267479;Sfla.augustus_masked-scaffold00036-abinit-gene-2.10-mRNA-1_AED:0.05_eAED:0.05_QI:0_0.78_0.66_1_1_1_15_0_1562;Snot.maker-scaffold31604-augustus-gene-0.2-mRNA-1;Dmel.FBgn0261688,FBpp0291486,FBtr0302280"
"535","Dbia.DBIA004000-PA;Dgri.FBpp0150813;Dmel.FBgn0023395,FBpp0074766,FBtr0074998;Dmoj.FBpp0162880;Dpse.FBpp0275510;Dsuz.DS10_00007191;Dyak.FBpp0264612;Dyak.FBpp0267467;Sfla.augustus_masked-scaffold00094-abinit-gene-2.17-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.5_0_1_1_1_5_0_2921;Snot.maker-scaffold18382-augustus-gene-0.9-mRNA-1;Dmel.FBgn0262519,FBpp0099808,FBtr0100394"
"536","Dgri.FBpp0158796;Dgri.FBpp0158795;Dmel.FBgn0011826,FBpp0074069,FBtr0074294;Dmoj.FBpp0164370;Dmoj.FBpp0164371;Dpse.FBpp0286979;Dsuz.DS10_00008222;Dyak.FBpp0260970;Sfla.augustus_masked-scaffold00357-abinit-gene-0.0-mRNA-1_AED:0.02_eAED:0.02_QI:0_-1_0_1_-1_1_1_0_574;Sfla.augustus_masked-scaffold00357-abinit-gene-0.1-mRNA-1_AED:0.01_eAED:0.01_QI:0_-1_0_1_-1_1_1_0_584;Dmel.FBgn0030758,FBpp0074067,FBtr0074292"
"537","Dmel.FBgn0004647,FBpp0070483,FBtr0070507;Dsuz.DS10_00005555;Dsuz.DS10_00006082;Dmel.FBgn0264089,FBpp0303578,FBtr0330734"
"538","Dpse.FBpp0300732;Dpse.FBpp0300733;Dpse.FBpp0300734;Dpse.FBpp0300735;Dmel.FBgn0262614,FBpp0301889,FBtr0310205"
"539","Dpse.FBpp0301264;Dpse.FBpp0301265;Dpse.FBpp0301266;Dpse.FBpp0301267;Dmel.FBgn0026059,FBpp0082685,FBtr0083231"
"540","Dpse.FBpp0301260;Dpse.FBpp0301261;Dpse.FBpp0301262;Dpse.FBpp0301263;Dmel.FBgn0262562,FBpp0293548,FBtr0305011"
"541","Sfla.augustus_masked-scaffold00028-abinit-gene-4.28-mRNA-1_AED:0.25_eAED:0.25_QI:0_0.2_0_1_1_1_6_0_672;Sfla.augustus_masked-scaffold00028-abinit-gene-4.29-mRNA-1_AED:0.30_eAED:0.30_QI:0_0.33_0_0.75_1_1_4_0_570;Sfla.augustus_masked-scaffold00570-abinit-gene-0.5-mRNA-1_AED:0.27_eAED:0.27_QI:0_0.75_0.2_1_1_1_5_0_689;Sfla.augustus_masked-scaffold00570-abinit-gene-0.6-mRNA-1_AED:0.28_eAED:0.28_QI:0_0_0_1_1_1_5_0_665;Dmel.FBgn0031865,FBpp0079002,FBtr0079374"
"542","Dbia.DBIA005163-PA;Dbia.DBIA002125-PA;Dmel.FBgn0003890,FBpp0084630,FBtr0085261;Dmel.FBgn0003889,FBpp0081524,FBtr0082046"
"543","Dgri.FBpp0147927;Dgri.FBpp0153048;Dmel.FBgn0003890,FBpp0084630,FBtr0085261;Dmel.FBgn0003889,FBpp0081524,FBtr0082046"
"544","Dmoj.FBpp0174069;Dmoj.FBpp0172816;Dmel.FBgn0003890,FBpp0084630,FBtr0085261;Dmel.FBgn0003889,FBpp0081524,FBtr0082046"
"545","Dyak.FBpp0255530;Dyak.FBpp0269789;Dmel.FBgn0003890,FBpp0084630,FBtr0085261;Dmel.FBgn0003889,FBpp0081524,FBtr0082046"
"546","Dbia.DBIA000236-PA;Dbia.DBIA000921-PA;Dbia.DBIA002973-PA;Dbia.DBIA005074-PA;Dbia.DBIA005136-PA;Dbia.DBIA005552-PA;Dbia.DBIA008674-PA;Dbia.DBIA000230-PA;Dbia.DBIA001487-PA"
"547","Dbia.DBIA001572-PA;Dbia.DBIA001301-PA;Dbia.DBIA001302-PA"
"548","Dbia.DBIA005255-PA;Dsuz.DS10_00011694;Dbia.DBIA002874-PA;Dmel.FBgn0027070,FBpp0080655,FBtr0081105;Dmel.FBgn0032713,FBpp0300797,FBtr0308573;Dmel.FBgn0027074,FBpp0290042,FBtr0300818;Dsuz.DS10_00001215"
"549","Dbia.DBIA003975-PA;Dbia.DBIA003974-PA;Dmel.FBgn0036985,FBpp0077849,FBtr0078191"
"550","Dgri.FBpp0151896;Dgri.FBpp0154548;Dmel.FBgn0034136,FBpp0303037,FBtr0330002"
"551","Dgri.FBpp0157458;Dgri.FBpp0155284;Dmel.FBgn0034567,FBpp0071482,FBtr0071553"
"552","Dgri.FBpp0157540;Dgri.FBpp0155434;Dmel.FBgn0003174,FBpp0304734,FBtr0332461"
"553","Dgri.FBpp0159128;Dgri.FBpp0155672;Dmel.FBgn0027836,FBpp0085952,FBtr0086773"
"554","Dgri.FBpp0146486;Dgri.FBpp0155691;Dmel.FBgn0022786,FBpp0071028,FBtr0071070"
"555","Dgri.FBpp0147364;Dgri.FBpp0159014;Dmel.FBgn0032506,FBpp0291253,FBtr0302043"
"556","Dgri.FBpp0144769;Dgri.FBpp0158926;Dmel.FBgn0051663,FBpp0077561,FBtr0077893"
"557","Dgri.FBpp0144775;Dgri.FBpp0159118;Dmel.FBgn0031384,FBpp0290288,FBtr0301066"
"558","Dgri.FBpp0144763;Dgri.FBpp0158918;Dmel.FBgn0259192,FBpp0288954,FBtr0299676"
"559","Dgri.FBpp0147206;Dgri.FBpp0154257;Dmel.FBgn0038953,FBpp0083613,FBtr0084216"
"560","Dgri.FBpp0157417;Dgri.FBpp0153202;Dmel.FBgn0019990,FBpp0085148,FBtr0085787"
"561","Dgri.FBpp0157205;Dgri.FBpp0157374;Dmel.FBgn0038385,FBpp0082655,FBtr0083201"
"562","Dgri.FBpp0144311;Dgri.FBpp0157332;Dmel.FBgn0032911,FBpp0303023,FBtr0329988"
"563","Dgri.FBpp0145201;Dgri.FBpp0146790;Dmel.FBgn0051612,FBpp0085262,FBtr0085908"
"564","Dgri.FBpp0149363;Dgri.FBpp0156512;Dmel.FBgn0261985,FBpp0297514,FBtr0306559"
"565","Dgri.FBpp0145990;Dgri.FBpp0145991;Dmel.FBgn0031098,FBpp0077033,FBtr0077341"
"566","Dgri.FBpp0150708;Dgri.FBpp0158647;Dmel.FBgn0027375,FBpp0075458,FBtr0075715"
"567","Dgri.FBpp0148876;Dgri.FBpp0146050;Dmel.FBgn0037060,FBpp0298376,FBtr0307387"
"568","Dgri.FBpp0149723;Dgri.FBpp0157571;Dmel.FBgn0035397,FBpp0072861,FBtr0072991"
"569","Dgri.FBpp0144350;Dgri.FBpp0156078;Dmel.FBgn0003866,FBpp0085261,FBtr0085906"
"570","Dgri.FBpp0144815;Dgri.FBpp0144814;Dmel.FBgn0051956,FBpp0113016,FBtr0114524"
"571","Dgri.FBpp0146878;Dgri.FBpp0145273;Dmel.FBgn0032369,FBpp0079851,FBtr0080267"
"572","Dgri.FBpp0156337;Dgri.FBpp0144167;Dmel.FBgn0031424,FBpp0077449,FBtr0077769"
"573","Dgri.FBpp0148416;Dgri.FBpp0153547;Dmel.FBgn0026160,FBpp0075997,FBtr0076268"
"574","Dgri.FBpp0148881;Dgri.FBpp0156413;Dmel.FBgn0035798,FBpp0288716,FBtr0290277"
"575","Dgri.FBpp0153460;Dgri.FBpp0157424;Dmel.FBgn0038466,FBpp0293795,FBtr0305271"
"576","Dgri.FBpp0157140;Dgri.FBpp0147669;Dmel.FBgn0028370,FBpp0080311,FBtr0080752"
"577","Dgri.FBpp0150440;Dgri.FBpp0145678;Dmel.FBgn0004390,FBpp0303201,FBtr0330168"
"578","Dgri.FBpp0157135;Dgri.FBpp0150952;Dmel.FBgn0036104,FBpp0076003,FBtr0076274"
"579","Dbia.DBIA003369-PA;Dbia.DBIA005126-PA;Dsuz.DS10_00001542;Dsuz.DS10_00006150;Snot.maker-scaffold4841-snap-gene-0.7-mRNA-1;Dmel.FBgn0032082,FBpp0079360,FBtr0079759"
"580","Dbia.DBIA005224-PA;Dsuz.DS10_00008625;Dsuz.DS10_00010410;Dmel.FBgn0011774,FBpp0081861,FBtr0082385"
"581","Dbia.DBIA000409-PA;Dgri.FBpp0148922;Dmel.FBgn0042177,FBpp0303949,FBtr0331559;Dmoj.FBpp0165887;Dpse.FBpp0286771;Dyak.FBpp0264875;Sfla.augustus_masked-scaffold00124-abinit-gene-1.25-mRNA-1_AED:0.08_eAED:0.08_QI:0_0.71_0.25_1_1_1_8_0_1088;Snot.maker-scaffold10458-snap-gene-0.43-mRNA-1;Dmel.FBgn0042178,FBpp0075072,FBtr0075312"
"582","Dbia.DBIA001494-PA;Dgri.FBpp0155806;Dmel.FBgn0051352,FBpp0289791,FBtr0300564;Dmoj.FBpp0171154;Dpse.FBpp0283417;Dsuz.DS10_00009419;Dyak.FBpp0269758;Sfla.augustus_masked-scaffold00195-abinit-gene-0.22-mRNA-1_AED:0.10_eAED:0.10_QI:0_0.62_0.55_0.88_1_1_9_0_791;Dmel.FBgn0260463,FBpp0081572,FBtr0082094"
"583","Dmel.FBgn0004647,FBpp0070483,FBtr0070507;Dmoj.FBpp0160390;Dsuz.DS10_00006082;Dmel.FBgn0031414,FBpp0112919,FBtr0114370"
"584","Dbia.DBIA004363-PA;Dbia.DBIA004359-PA;Dsuz.DS10_00002582;Dmel.FBgn0025454,FBpp0087100,FBtr0087992"
